timestamp,workload_size_gb,ceph_osd_recovery_bytes,ceph_osd_recovery_ops,ceph_pg_backfilling,ceph_pg_recovering,ceph_pg_forced_recovery,ceph_osd_flag_nobackfill,ceph_pg_recovery_wait,ceph_pg_recovery_unfound,ceph_mds_cache_recovery_started,ceph_mds_cache_recovery_completed,ceph_num_objects_degraded,ceph_pg_degraded,recovery_time_sec,replication_rate_mbps,net_tx_mbps,net_rx_mbps,disk_write_MBps,disk_reads_completed,cpu_user_delta,cpu_system_delta,cpu_iowait_delta
43:16.0,7381.760269,6.74999E+12,2384358,41,0,0,0,0,0,0,0,18375,41,208.380455,3749.581215,1829.294573,1408.832362,113.0605226,1689.078264,0.677304512,0.289372909,0.022920626
43:33.3,7393.021618,6.76196E+12,2391311,27,0,0,0,0,0,0,0,11408,27,225.718197,5523.481018,1671.352901,1038.583651,83.71571144,1509.423776,0.778071331,0.306268256,0.016726515
43:50.7,7396.83696,6.7658E+12,2393564,25,0,0,0,0,0,0,0,9150,25,243.108548,1767.397312,1081.924263,1059.613311,85.79155835,973.6433727,0.588832278,0.193210591,0.013800757
44:08.2,7400.278461,6.76935E+12,2395571,19,0,0,0,0,0,0,0,7135,19,260.605479,1622.53589,632.5633724,793.3387221,87.31933117,580.7875678,0.529807199,0.19546285,0.015431278
44:25.6,7402.547878,6.77159E+12,2396904,13,0,0,0,0,0,0,0,5797,13,278.009911,1032.971365,347.8774551,326.1047439,26.98284516,273.4360995,0.444139746,0.162602261,0.006894796
44:43.0,7404.158497,6.77329E+12,2397879,12,0,0,0,0,0,0,0,4822,12,295.424448,777.0504622,352.3350121,283.8050541,44.76212711,281.7186584,0.445604727,0.155617115,0.011484658
45:00.4,7405.632282,6.77474E+12,2398761,11,0,0,0,0,0,0,0,3937,11,312.7925,667.4913894,76.15510916,216.8433213,18.44532565,49.97681951,0.554466327,0.139912064,0.005757698
45:17.8,7407.309353,6.77632E+12,2399750,3,0,0,0,0,0,0,0,2938,3,330.14357,730.0174258,53.41751627,55.17756496,5.145913732,16.65603332,0.393635666,0.103163667,0.006339667
45:35.2,7407.588234,6.7766E+12,2399907,2,0,0,0,0,0,0,0,2780,2,347.620474,126.8931802,39.34150717,46.55410272,4.114805603,15.39174215,0.373063788,0.101848703,0.00457747
45:52.7,7407.670242,6.77662E+12,2399926,2,0,0,0,0,0,0,0,2762,2,365.055376,9.005213565,37.77035787,49.66353353,4.474064885,15.37146581,0.494984142,0.13306642,0.004588497
46:10.1,7407.712635,6.77664E+12,2399943,2,0,0,0,0,0,0,0,2744,2,382.488459,13.43947207,33.90505971,44.36484723,3.988409476,11.47244007,0.371133436,0.106693693,0.006309842
46:27.6,7407.732056,6.77667E+12,2399961,2,0,0,0,0,0,0,0,2727,2,399.930471,13.47658745,48.05112392,52.06233868,4.873850885,11.2372357,0.365783489,0.102052447,0.005159955
46:44.9,7407.835369,6.7767E+12,2399979,2,0,0,0,0,0,0,0,2708,2,417.255799,13.59004251,39.68200683,46.94811204,4.152608972,13.44851884,0.364206669,0.09927662,0.005194707
47:02.2,7408.023769,6.77676E+12,2400014,2,0,0,0,0,0,0,0,2673,2,434.540448,28.43114396,55.70958091,66.42491242,50.05966114,13.36445999,0.531685659,0.148108301,0.019092086
47:19.5,7408.114605,6.77679E+12,2400032,2,0,0,0,0,0,0,0,2655,2,451.898791,13.54421583,38.77340228,45.90480324,25.36109365,12.90445753,0.41651441,0.110033544,0.010369653
47:37.0,7408.206627,6.77685E+12,2400050,2,0,0,0,0,0,0,0,2637,2,469.362494,27.34912246,43.66148004,50.8605924,4.594462476,16.37682455,0.356167303,0.104216156,0.003435697
47:54.3,7408.210907,6.7769E+12,2400068,2,0,0,0,0,0,0,0,2619,2,486.708437,19.22220037,44.43649423,48.60416986,4.446622439,13.25958468,0.359161794,0.096852618,0.004035526
48:11.5,7408.259651,6.77692E+12,2400086,2,0,0,0,0,0,0,0,2601,2,503.92938,9.231821509,37.12025201,49.23712064,4.38510394,13.53003723,0.36757569,0.098136322,0.00696826
48:28.9,7408.335991,6.77694E+12,2400103,2,0,0,0,0,0,0,0,2584,2,521.259271,13.50290316,48.55036653,49.84488131,26.32880903,12.7525326,0.75938158,0.256204727,0.012117791
48:46.2,7408.415031,6.77699E+12,2400123,2,0,0,0,0,0,0,0,2566,2,538.584452,19.44449573,49.75082269,60.15218427,5.207489788,13.67951077,0.373444872,0.100431851,0.004617556
49:03.7,7408.475113,6.77705E+12,2400157,2,0,0,0,0,0,0,0,2530,2,556.06009,28.38685123,44.21520473,46.82957292,25.05608629,11.21561342,0.370801913,0.103572757,0.009727828
49:21.2,7408.589401,6.77708E+12,2400175,2,0,0,0,0,0,0,0,2512,2,573.540459,15.36911263,39.15688141,43.53439038,4.532763296,9.839609221,0.461088665,0.117274412,0.006292773
49:38.6,7408.605721,6.77711E+12,2400192,2,0,0,0,0,0,0,0,2495,2,590.991805,11.22087752,39.96254409,49.70125651,4.257596019,12.1480601,0.402834257,0.114604341,0.006303239
49:56.0,7408.652794,6.77714E+12,2400212,2,0,0,0,0,0,0,0,2476,2,608.376487,16.16262362,44.35927353,56.09960585,5.121921054,9.548635977,0.365264087,0.089734169,0.006327409
50:13.4,7408.740925,6.77716E+12,2400228,2,0,0,0,0,0,0,0,2459,2,625.794752,9.638486038,47.66706167,50.86466098,4.201991774,11.71184386,0.360541076,0.106210349,0.00344466
50:30.7,7408.599014,6.77719E+12,2400247,2,0,0,0,0,0,0,0,2441,2,643.10146,13.51319546,61.75092848,89.48802233,7.688041394,11.55621277,0.499806202,0.12654053,0.005778106
50:48.2,7408.835361,6.77724E+12,2400281,2,0,0,0,0,0,0,0,2406,2,660.597935,21.81950684,36.80346493,48.17360937,4.085197876,11.08794772,0.364073335,0.104020953,0.00457235
51:05.6,7408.953125,6.7773E+12,2400301,2,0,0,0,0,0,0,0,2387,2,678.010714,26.9868032,37.85965239,51.73966499,4.837951915,13.89783905,0.36984332,0.102223775,0.005168618
51:23.1,7409.02037,6.77732E+12,2400317,2,0,0,0,0,0,0,0,2370,2,695.460486,9.616343411,63.45679932,63.1338853,5.535306923,13.0660733,0.362182383,0.10315321,0.007449954
51:40.5,7409.127239,6.77735E+12,2400336,2,0,0,0,0,0,0,0,2352,2,712.836461,14.26753802,46.55468669,52.341701,26.53616829,12.60360929,0.573205245,0.152509428,0.009208116
51:57.8,7409.238235,6.77738E+12,2400353,2,0,0,0,0,0,0,0,2334,2,730.2066,15.4662615,38.29252581,50.17724176,4.404784484,15.08335656,0.349450284,0.103626114,0.005757006
52:15.3,7409.307518,6.77743E+12,2400371,2,0,0,0,0,0,0,0,2317,2,747.647523,19.26601247,33.86345092,50.06961111,4.091602728,13.07270263,0.357205866,0.09804527,0.004586913
52:32.6,7409.340855,6.77748E+12,2400406,2,0,0,0,0,0,0,0,2281,2,765.024471,26.99190261,44.35643774,51.06285454,4.711589565,13.81140117,0.370605931,0.091500533,0.0046038
52:50.1,7409.36515,6.77753E+12,2400425,2,0,0,0,0,0,0,0,2262,2,782.484466,20.70795415,45.8717034,51.73297564,26.37345937,14.08935111,0.516036803,0.142038987,0.010882019
53:07.7,7409.485813,6.77756E+12,2400442,2,0,0,0,0,0,0,0,2245,2,800.066324,15.26962531,41.4895486,51.06812352,4.449277346,14.21920254,0.367424194,0.096690577,0.006256449
53:25.1,7409.588345,6.7776E+12,2400460,2,0,0,0,0,0,0,0,2227,2,817.514864,15.39189548,37.48467207,49.61943544,4.467601587,11.11840876,0.351891906,0.10258738,0.005731139
53:42.5,7409.500366,6.77763E+12,2400479,2,0,0,0,0,0,0,0,2209,2,834.928463,17.13415636,48.40520102,62.29483245,5.225688663,9.762485056,0.488698517,0.12002114,0.004594111
54:00.0,7409.621017,6.77766E+12,2400496,2,0,0,0,0,0,0,0,2192,2,852.352624,13.48198975,49.3414775,53.1069248,26.19499333,11.13396507,0.381653958,0.108470072,0.009756567
54:17.4,7409.805237,6.77774E+12,2400531,2,0,0,0,0,0,0,0,2156,2,869.804013,32.69802765,51.76354593,54.49134118,5.001392726,18.96697163,0.389653798,0.109446876,0.005730203
54:34.9,7409.920956,6.77777E+12,2400549,2,0,0,0,0,0,0,0,2138,2,887.25476,16.98666768,49.26152858,74.71738236,6.668936848,9.397878498,0.377634264,0.102574406,0.006303455
54:52.2,7410.012173,6.77781E+12,2400568,2,0,0,0,0,0,0,0,2120,2,904.564452,15.25580097,67.97635128,71.93583803,6.124808846,13.74952252,0.509541129,0.135184381,0.00577711
55:09.6,7410.059208,6.77783E+12,2400585,2,0,0,0,0,0,0,0,2103,2,922.012465,11.60408856,46.98244092,55.68222261,4.842174758,14.3282791,0.356487584,0.093993511,0.004585049
55:27.0,7410.132236,6.77787E+12,2400603,2,0,0,0,0,0,0,0,2084,2,939.348037,17.50420326,35.66227962,55.58923305,26.24615949,12.7483535,0.382450605,0.123445595,0.011536971
55:44.3,7410.21307,6.7779E+12,2400620,2,0,0,0,0,0,0,0,2067,2,956.724448,12.47842031,60.31599045,69.22957152,5.502925417,13.23633517,0.367164428,0.109919131,0.004603943
56:01.6,7410.115135,6.77793E+12,2400655,2,0,0,0,0,0,0,0,2032,2,973.938148,15.50898459,38.62230619,51.38490667,4.873480135,13.36145047,0.510058848,0.116186526,0.004647461
56:19.0,7410.18634,6.77795E+12,2400674,2,0,0,0,0,0,0,0,2014,2,991.359821,9.961156773,37.52626651,52.02415451,25.80612881,16.35893407,0.387448439,0.117669526,0.012053951
